dS	dN	dN/dS	Mouse	Ensembl
0.53930	0.02530	21.3162	ENSMUSG00000003380	ENSG00000105404
0.61400	0.00210	292.381	ENSMUSG00000002778	ENSG00000105438
0.72800	0.00320	227.5	ENSMUSG00000003269	ENSG00000105443
0.64550	0.04230	15.26	ENSMUSG00000053801	ENSG00000105447
1.01350	0.09450	10.7249	ENSMUSG00000004473	ENSG00000105472
0.70120	0.09040	7.75664	ENSMUSG00000056394	ENSG00000105486
0.73520	0.03940	18.6599	ENSMUSG00000059824	ENSG00000105516
0.81390	0.11870	6.85678	ENSMUSG00000040883	ENSG00000105518
0.65260	0.01730	37.7225	ENSMUSG00000040563	ENSG00000105520
1.03130	0.09180	11.2342	ENSMUSG00000030826	ENSG00000105552
1.04140	0.11780	8.84041	ENSMUSG00000042570	ENSG00000105556
0.55480	0.00080	693.5	ENSMUSG00000007564	ENSG00000105568
0.53860	0.00150	359.067	ENSMUSG00000031691	ENSG00000105576
0.69640	0.00000	inf	ENSMUSG00000059355	ENSG00000105583
0.86620	0.06650	13.0256	ENSMUSG00000003809	ENSG00000105607
0.68060	0.17910	3.80011	ENSMUSG00000003812	ENSG00000105612
0.49600	0.11450	4.33188	ENSMUSG00000078813	ENSG00000105617
0.77350	0.00530	145.943	ENSMUSG00000008373	ENSG00000105618
0.38470	0.04530	8.49227	ENSMUSG00000006335	ENSG00000105619
1.09740	0.00230	477.13	ENSMUSG00000045128	ENSG00000105640
1.18890	0.11170	10.6437	ENSMUSG00000002910	ENSG00000105643
1.13390	0.05410	20.9593	ENSMUSG00000031834	ENSG00000105647
1.56730	0.06060	25.863	ENSMUSG00000019139	ENSG00000105655
1.29550	0.09730	13.3145	ENSMUSG00000070002	ENSG00000105656
0.86010	0.05000	17.202	ENSMUSG00000003575	ENSG00000105662
1.41550	0.04780	29.613	ENSMUSG00000055681	ENSG00000105669
1.13210	0.04810	23.5364	ENSMUSG00000057788	ENSG00000105671
1.03030	0.09200	11.1989	ENSMUSG00000002343	ENSG00000105676
0.54460	0.00400	136.15	ENSMUSG00000006315	ENSG00000105677
0.34640	0.00950	36.4632	ENSMUSG00000058239	ENSG00000105698
1.18470	0.16260	7.28598	ENSMUSG00000001247	ENSG00000105699
1.40700	0.03900	36.0769	ENSMUSG00000055553	ENSG00000105700
0.78030	0.03270	23.8624	ENSMUSG00000019428	ENSG00000105701
0.72900	0.05160	14.1279	ENSMUSG00000011306	ENSG00000105705
91.14530	0.21580	422.36	ENSMUSG00000019194	ENSG00000105711
0.48800	0.01560	31.2821	ENSMUSG00000040857	ENSG00000105722
0.44450	0.02560	17.3633	ENSMUSG00000057177	ENSG00000105723
0.72780	0.02550	28.5412	ENSMUSG00000031862	ENSG00000105726
0.52520	0.03140	16.7261	ENSMUSG00000045252	ENSG00000105732
0.85760	0.04130	20.7651	ENSMUSG00000030583	ENSG00000105738
0.84360	0.05040	16.7381	ENSMUSG00000064254	ENSG00000105755
0.68300	0.01410	48.4397	ENSMUSG00000002210	ENSG00000105771
0.61590	0.05490	11.2186	ENSMUSG00000029017	ENSG00000105819
0.36210	0.01980	18.2879	ENSMUSG00000020572	ENSG00000105835
0.29520	0.02250	13.12	ENSMUSG00000002996	ENSG00000105856
0.59040	0.03870	15.2558	ENSMUSG00000058486	ENSG00000105875
0.24430	0.01280	19.0859	ENSMUSG00000020659	ENSG00000105879
0.07480	0.00430	17.3953	ENSMUSG00000029840	ENSG00000105887
0.51750	0.02160	23.9583	ENSMUSG00000020456	ENSG00000105953
0.36400	0.00000	inf	ENSMUSG00000041126	ENSG00000105968
0.41970	0.01890	22.2063	ENSMUSG00000010721	ENSG00000105983
0.47340	0.08060	5.87345	ENSMUSG00000029131	ENSG00000105993
1.16670	0.05610	20.7968	ENSMUSG00000029570	ENSG00000106003
0.86280	0.16950	5.09027	ENSMUSG00000000148	ENSG00000106009
0.41000	0.09660	4.24431	ENSMUSG00000029911	ENSG00000106028
0.39640	0.04160	9.52885	ENSMUSG00000029776	ENSG00000106049
0.49620	0.06130	8.09462	ENSMUSG00000004535	ENSG00000106052
0.73190	0.19570	3.73991	ENSMUSG00000040532	ENSG00000106077
0.89360	0.10420	8.57582	ENSMUSG00000038058	ENSG00000106100
0.45300	0.04330	10.4619	ENSMUSG00000029777	ENSG00000106105
68.03420	0.52830	128.779	ENSMUSG00000028876	ENSG00000106123
0.48660	0.06110	7.96399	ENSMUSG00000029863	ENSG00000106144
0.54330	0.10100	5.37921	ENSMUSG00000070493	ENSG00000106153
0.89690	0.07580	11.8325	ENSMUSG00000004951	ENSG00000106211
0.65490	0.01660	39.4518	ENSMUSG00000029623	ENSG00000106244
0.57420	0.00000	inf	ENSMUSG00000038722	ENSG00000106245
0.58260	0.05540	10.5162	ENSMUSG00000029729	ENSG00000106261
0.94700	0.05160	18.3527	ENSMUSG00000056076	ENSG00000106263
1.13800	0.05240	21.7176	ENSMUSG00000029560	ENSG00000106266
1.09370	0.11060	9.88879	ENSMUSG00000036639	ENSG00000106268
0.66750	0.01290	51.7442	ENSMUSG00000036980	ENSG00000106290
0.69300	0.07130	9.7195	ENSMUSG00000029610	ENSG00000106305
0.38610	0.06330	6.09953	ENSMUSG00000037221	ENSG00000106330
0.64180	0.08280	7.75121	ENSMUSG00000029718	ENSG00000106333
0.52250	0.11200	4.66518	ENSMUSG00000029701	ENSG00000106344
0.56490	0.00980	57.6429	ENSMUSG00000003500	ENSG00000106348
0.56740	0.10860	5.22468	ENSMUSG00000029722	ENSG00000106351
0.65210	0.00000	inf	ENSMUSG00000004849	ENSG00000106367
0.82370	0.04190	19.6587	ENSMUSG00000004846	ENSG00000106397
0.50720	0.13220	3.83661	ENSMUSG00000012483	ENSG00000106399
0.72430	0.03010	24.0631	ENSMUSG00000059518	ENSG00000106400
0.83990	0.11970	7.01671	ENSMUSG00000001739	ENSG00000106404
0.40880	0.07440	5.49462	ENSMUSG00000058440	ENSG00000106459
0.63750	0.05990	10.6427	ENSMUSG00000036188	ENSG00000106524
0.49430	0.05140	9.61673	ENSMUSG00000053768	ENSG00000106554
0.67070	0.38310	1.75072	ENSMUSG00000029810	ENSG00000106565
0.67760	0.26640	2.54354	ENSMUSG00000057223	ENSG00000106591
0.56160	0.15810	3.55218	ENSMUSG00000015672	ENSG00000106591
0.59310	0.10880	5.45129	ENSMUSG00000001999	ENSG00000106605
0.75750	0.02750	27.5455	ENSMUSG00000053094	ENSG00000106609
0.35460	0.00510	69.5294	ENSMUSG00000028945	ENSG00000106615
0.40270	0.02940	13.6973	ENSMUSG00000028944	ENSG00000106617
0.81430	0.07600	10.7145	ENSMUSG00000020473	ENSG00000106624
0.62790	0.02900	21.6517	ENSMUSG00000020471	ENSG00000106628
0.73680	0.14840	4.96496	ENSMUSG00000029681	ENSG00000106635
0.44040	0.03540	12.4407	ENSMUSG00000002741	ENSG00000106636
0.78910	0.05840	13.512	ENSMUSG00000005374	ENSG00000106638
1.15550	0.04020	28.7438	ENSMUSG00000063146	ENSG00000106665
0.40760	0.00560	72.7857	ENSMUSG00000040731	ENSG00000106682
0.85450	0.02170	39.3779	ENSMUSG00000029674	ENSG00000106683
0.29150	0.00370	78.7838	ENSMUSG00000021395	ENSG00000106723
0.56280	0.10390	5.41675	ENSMUSG00000037847	ENSG00000106733
0.40650	0.04030	10.0868	ENSMUSG00000055296	ENSG00000106771
0.37650	0.11960	3.14799	ENSMUSG00000039270	ENSG00000106780
0.40390	0.01380	29.2681	ENSMUSG00000007613	ENSG00000106799
0.50280	0.01520	33.0789	ENSMUSG00000092116	ENSG00000106803
0.52360	0.00500	104.72	ENSMUSG00000053317	ENSG00000106803
0.68620	0.18030	3.80588	ENSMUSG00000026814	ENSG00000106991
0.75540	0.05740	13.1603	ENSMUSG00000026817	ENSG00000106992
0.49520	0.09190	5.38847	ENSMUSG00000016495	ENSG00000107020
0.58690	0.01340	43.7985	ENSMUSG00000039678	ENSG00000107021
0.56230	0.08950	6.28268	ENSMUSG00000028397	ENSG00000107077
0.35850	0.03150	11.381	ENSMUSG00000028458	ENSG00000107140
0.43670	0.03630	12.0303	ENSMUSG00000026843	ENSG00000107164
0.57520	0.22070	2.60625	ENSMUSG00000028466	ENSG00000107175
0.46260	0.01540	30.039	ENSMUSG00000028468	ENSG00000107185
0.70960	0.14660	4.84038	ENSMUSG00000040296	ENSG00000107201
0.96880	0.00580	167.034	ENSMUSG00000015092	ENSG00000107223
0.38720	0.17880	2.16555	ENSMUSG00000028416	ENSG00000107262
0.58820	0.03730	15.7694	ENSMUSG00000039844	ENSG00000107263
1.29040	0.13340	9.67316	ENSMUSG00000015094	ENSG00000107281
0.52910	0.16710	3.16637	ENSMUSG00000043535	ENSG00000107290
0.91620	0.13790	6.64394	ENSMUSG00000015090	ENSG00000107317
1.09630	0.03220	34.0466	ENSMUSG00000026944	ENSG00000107331
0.21490	0.00000	inf	ENSMUSG00000036241	ENSG00000107341
0.51960	0.00780	66.6154	ENSMUSG00000047368	ENSG00000107362
0.12020	0.00670	17.9403	ENSMUSG00000024750	ENSG00000107372
0.96140	0.02420	39.7273	ENSMUSG00000029071	ENSG00000107404
0.81010	0.10320	7.84981	ENSMUSG00000025188	ENSG00000107521
0.63190	0.15190	4.15997	ENSMUSG00000026664	ENSG00000107537
0.79350	0.08960	8.85603	ENSMUSG00000042129	ENSG00000107551
0.30810	0.02520	12.2262	ENSMUSG00000025198	ENSG00000107566
0.64670	0.01840	35.1467	ENSMUSG00000024991	ENSG00000107581
0.31860	0.01970	16.1726	ENSMUSG00000020076	ENSG00000107625
0.54880	0.06920	7.93064	ENSMUSG00000055319	ENSG00000107651
0.35160	0.06020	5.84053	ENSMUSG00000040331	ENSG00000107672
0.88950	0.12960	6.86343	ENSMUSG00000020101	ENSG00000107738
0.59150	0.03970	14.8992	ENSMUSG00000020111	ENSG00000107745
0.16030	0.00350	45.8	ENSMUSG00000021816	ENSG00000107758
0.55570	0.11530	4.8196	ENSMUSG00000058690	ENSG00000107771
0.50520	0.00000	inf	ENSMUSG00000035783	ENSG00000107796
0.63340	0.15270	4.148	ENSMUSG00000024781	ENSG00000107798
0.56270	0.03760	14.9654	ENSMUSG00000035342	ENSG00000107816
0.54130	0.03130	17.2939	ENSMUSG00000025212	ENSG00000107819
0.42820	0.04620	9.2684	ENSMUSG00000040913	ENSG00000107829
0.74640	0.07720	9.66839	ENSMUSG00000056209	ENSG00000107833
0.41590	0.01330	31.2707	ENSMUSG00000024811	ENSG00000107854
0.38600	0.03090	12.4919	ENSMUSG00000025224	ENSG00000107862
0.66170	0.01890	35.0106	ENSMUSG00000025226	ENSG00000107872
0.42700	0.05660	7.54417	ENSMUSG00000036748	ENSG00000107874
0.40120	0.01080	37.1481	ENSMUSG00000025231	ENSG00000107882
0.55100	0.12140	4.53871	ENSMUSG00000026781	ENSG00000107897
0.70580	0.06910	10.2142	ENSMUSG00000030946	ENSG00000107902
0.41340	0.06350	6.51024	ENSMUSG00000033499	ENSG00000107929
0.56930	0.02500	22.772	ENSMUSG00000021149	ENSG00000107937
0.62020	0.20960	2.95897	ENSMUSG00000030983	ENSG00000107949
0.91600	0.07260	12.6171	ENSMUSG00000021193	ENSG00000107959
0.59230	0.21110	2.80578	ENSMUSG00000042694	ENSG00000107960
0.37800	0.04590	8.23529	ENSMUSG00000031068	ENSG00000108010
0.55820	0.02470	22.5992	ENSMUSG00000025027	ENSG00000108039
0.53690	0.00050	1073.8	ENSMUSG00000024974	ENSG00000108055
0.34200	0.00730	46.8493	ENSMUSG00000024976	ENSG00000108061
0.71190	0.01490	47.7785	ENSMUSG00000048701	ENSG00000108091
0.42690	0.01280	33.3516	ENSMUSG00000024231	ENSG00000108094
0.38840	0.00940	41.3191	ENSMUSG00000024286	ENSG00000108100
0.64850	0.04670	13.8865	ENSMUSG00000060860	ENSG00000108106
4.57220	0.23140	19.7589	ENSMUSG00000090549	ENSG00000108107
0.44840	0.00840	53.381	ENSMUSG00000007817	ENSG00000108175
0.47460	0.04900	9.68571	ENSMUSG00000021868	ENSG00000108179
0.55440	0.01150	48.2087	ENSMUSG00000037824	ENSG00000108219
0.18330	0.02700	6.78889	ENSMUSG00000037857	ENSG00000108256
0.54420	0.01060	51.3396	ENSMUSG00000011877	ENSG00000108262
0.63070	0.00000	inf	ENSMUSG00000017404	ENSG00000108298
0.65710	0.00870	75.5287	ENSMUSG00000020923	ENSG00000108312
0.60710	0.00830	73.1446	ENSMUSG00000017221	ENSG00000108344
0.39530	0.05170	7.64603	ENSMUSG00000078676	ENSG00000108349
0.35710	0.04450	8.02472	ENSMUSG00000018401	ENSG00000108389
0.39410	0.01110	35.5045	ENSMUSG00000018425	ENSG00000108406
0.34660	0.00390	88.8718	ENSMUSG00000001440	ENSG00000108424
0.56110	0.11200	5.00982	ENSMUSG00000020946	ENSG00000108433
0.40330	0.04790	8.41962	ENSMUSG00000018659	ENSG00000108439
0.23340	0.00260	89.7692	ENSMUSG00000020516	ENSG00000108443
0.52060	0.05870	8.86882	ENSMUSG00000018669	ENSG00000108465
0.29550	0.00000	inf	ENSMUSG00000018666	ENSG00000108468
0.48650	0.12570	3.87033	ENSMUSG00000020752	ENSG00000108469
0.44340	0.12850	3.45058	ENSMUSG00000014245	ENSG00000108474
0.64870	0.06210	10.4461	ENSMUSG00000020766	ENSG00000108479
0.41370	0.06720	6.15625	ENSMUSG00000040712	ENSG00000108509
0.29860	0.03000	9.95333	ENSMUSG00000034297	ENSG00000108510
0.21380	0.01880	11.3723	ENSMUSG00000018293	ENSG00000108518
0.37550	0.04390	8.55353	ENSMUSG00000040746	ENSG00000108523
0.44540	0.01650	26.9939	ENSMUSG00000014606	ENSG00000108528
0.76690	0.09410	8.14984	ENSMUSG00000062115	ENSG00000108557
0.47250	0.04840	9.7624	ENSMUSG00000040667	ENSG00000108559
0.61470	0.07130	8.62132	ENSMUSG00000018446	ENSG00000108561
0.32440	0.03290	9.86018	ENSMUSG00000020840	ENSG00000108578
0.41190	0.04330	9.5127	ENSMUSG00000020841	ENSG00000108582
0.51340	0.01110	46.2523	ENSMUSG00000010392	ENSG00000108587
0.41460	0.00910	45.5604	ENSMUSG00000078622	ENSG00000108588
0.35890	0.01090	32.9266	ENSMUSG00000020801	ENSG00000108590
0.54080	0.00620	87.2258	ENSMUSG00000020537	ENSG00000108591
0.51160	0.06890	7.42525	ENSMUSG00000020706	ENSG00000108592
0.26320	0.05110	5.15068	ENSMUSG00000047804	ENSG00000108599
0.44420	0.00870	51.0575	ENSMUSG00000078619	ENSG00000108604
0.97920	0.29270	3.3454	ENSMUSG00000001029	ENSG00000108622
0.72410	0.05720	12.6591	ENSMUSG00000048277	ENSG00000108639
0.52610	0.07860	6.69338	ENSMUSG00000035575	ENSG00000108651
0.28900	0.00360	80.2778	ENSMUSG00000020719	ENSG00000108654
0.75050	0.00780	96.2179	ENSMUSG00000017132	ENSG00000108669
0.21410	0.00120	178.417	ENSMUSG00000017428	ENSG00000108671
1.10530	0.20500	5.39171	ENSMUSG00000033880	ENSG00000108679
0.90150	0.12570	7.17184	ENSMUSG00000017830	ENSG00000108771
0.54750	0.00910	60.1648	ENSMUSG00000020918	ENSG00000108773
0.42120	0.00630	66.8571	ENSMUSG00000019173	ENSG00000108774
0.68630	0.09570	7.17137	ENSMUSG00000001751	ENSG00000108784
0.47280	0.02460	19.2195	ENSMUSG00000017801	ENSG00000108788
0.47830	0.01020	46.8922	ENSMUSG00000006920	ENSG00000108799
0.65300	0.01620	40.3086	ENSMUSG00000038976	ENSG00000108819
0.49820	0.05040	9.88492	ENSMUSG00000097239	ENSG00000108825
0.74720	0.07420	10.0701	ENSMUSG00000097487	ENSG00000108825
0.68880	0.04880	14.1148	ENSMUSG00000034993	ENSG00000108828
0.57840	0.02070	27.942	ENSMUSG00000020869	ENSG00000108829
0.41210	0.01950	21.1333	ENSMUSG00000008855	ENSG00000108840
0.41880	0.01000	41.88	ENSMUSG00000020863	ENSG00000108848
0.38360	0.00360	106.556	ENSMUSG00000018363	ENSG00000108854
0.56690	0.03230	17.5511	ENSMUSG00000003518	ENSG00000108861
0.45600	0.00280	162.857	ENSMUSG00000020929	ENSG00000108883
0.60730	0.01600	37.9562	ENSMUSG00000020612	ENSG00000108946
0.28890	0.00000	inf	ENSMUSG00000020849	ENSG00000108953
0.55100	0.08040	6.85323	ENSMUSG00000078789	ENSG00000108963
0.51570	0.12850	4.01323	ENSMUSG00000042569	ENSG00000109016
0.37730	0.03510	10.7493	ENSMUSG00000017677	ENSG00000109046
0.76110	0.05670	13.4233	ENSMUSG00000020733	ENSG00000109062
0.57240	0.09960	5.74699	ENSMUSG00000015542	ENSG00000109065
0.72630	0.05090	14.2692	ENSMUSG00000045980	ENSG00000109066
0.52130	0.01230	42.3821	ENSMUSG00000017615	ENSG00000109079
0.41940	0.00730	57.4521	ENSMUSG00000001105	ENSG00000109083
0.48140	0.03980	12.0955	ENSMUSG00000002058	ENSG00000109103
0.41700	0.01060	39.3396	ENSMUSG00000017390	ENSG00000109107
0.50100	0.00900	55.6667	ENSMUSG00000002052	ENSG00000109111
0.67740	0.08050	8.41491	ENSMUSG00000002059	ENSG00000109113
0.17190	0.02050	8.38537	ENSMUSG00000037791	ENSG00000109118
0.37120	0.01170	31.7265	ENSMUSG00000037720	ENSG00000109133
0.29380	0.03260	9.01227	ENSMUSG00000036087	ENSG00000109171
0.44040	0.07370	5.97558	ENSMUSG00000029152	ENSG00000109180
0.18320	0.00270	67.8519	ENSMUSG00000029229	ENSG00000109220
0.45560	0.01180	38.6102	ENSMUSG00000091512	ENSG00000109270
0.42520	0.01170	36.3419	ENSMUSG00000094685	ENSG00000109270
0.56200	0.07320	7.6776	ENSMUSG00000028163	ENSG00000109320
0.77660	0.15340	5.06258	ENSMUSG00000028164	ENSG00000109323
0.16020	0.02870	5.58188	ENSMUSG00000078578	ENSG00000109332
0.42310	0.04250	9.95529	ENSMUSG00000037174	ENSG00000109381
0.52060	0.16210	3.2116	ENSMUSG00000037152	ENSG00000109390
0.76380	0.02000	38.19	ENSMUSG00000031709	ENSG00000109436
0.63170	0.01770	35.6893	ENSMUSG00000031711	ENSG00000109445
0.62190	0.01380	45.0652	ENSMUSG00000031605	ENSG00000109466
0.45210	0.08740	5.17277	ENSMUSG00000078128	ENSG00000109475
0.37890	0.00420	90.2143	ENSMUSG00000062006	ENSG00000109475
0.81450	0.06020	13.5299	ENSMUSG00000029198	ENSG00000109519
0.45100	0.01730	26.0694	ENSMUSG00000028010	ENSG00000109534
0.57370	0.01200	47.8083	ENSMUSG00000031590	ENSG00000109536
0.33420	0.00170	196.588	ENSMUSG00000029169	ENSG00000109606
0.37820	0.01840	20.5543	ENSMUSG00000028086	ENSG00000109670
0.50360	0.04790	10.5136	ENSMUSG00000057406	ENSG00000109685
0.69260	0.03200	21.6438	ENSMUSG00000039156	ENSG00000109689
0.84240	0.11880	7.09091	ENSMUSG00000001082	ENSG00000109736
0.71280	0.02480	28.7419	ENSMUSG00000062232	ENSG00000109756
0.61240	0.08420	7.27316	ENSMUSG00000031634	ENSG00000109775
0.67600	0.02160	31.2963	ENSMUSG00000029178	ENSG00000109787
0.41830	0.01060	39.4623	ENSMUSG00000032060	ENSG00000109846
0.46820	0.07360	6.36141	ENSMUSG00000039745	ENSG00000109854
0.56420	0.01500	37.6133	ENSMUSG00000066687	ENSG00000109906
0.52250	0.21320	2.45075	ENSMUSG00000027167	ENSG00000109911
0.53540	0.04810	11.131	ENSMUSG00000032078	ENSG00000109917
0.26890	0.03760	7.1516	ENSMUSG00000027282	ENSG00000109919
0.47060	0.07340	6.41144	ENSMUSG00000008200	ENSG00000109920
0.87890	0.09580	9.17432	ENSMUSG00000032018	ENSG00000109929
0.63300	0.00070	904.286	ENSMUSG00000015656	ENSG00000109971
0.66780	0.18600	3.59032	ENSMUSG00000024963	ENSG00000110011
0.48330	0.12360	3.91019	ENSMUSG00000001942	ENSG00000110013
0.71110	0.08220	8.65085	ENSMUSG00000024787	ENSG00000110025
0.70670	0.08580	8.2366	ENSMUSG00000024773	ENSG00000110046
1.56150	0.00220	709.773	ENSMUSG00000024772	ENSG00000110047
0.39590	0.01940	20.4072	ENSMUSG00000024687	ENSG00000110048
0.40960	0.07990	5.12641	ENSMUSG00000032103	ENSG00000110060
0.58040	0.05680	10.2183	ENSMUSG00000032040	ENSG00000110063
0.62240	0.06070	10.2537	ENSMUSG00000045098	ENSG00000110066
0.49140	0.12190	4.03117	ENSMUSG00000039048	ENSG00000110074
0.40550	0.01930	21.0104	ENSMUSG00000024908	ENSG00000110075
0.68300	0.05690	12.0035	ENSMUSG00000032038	ENSG00000110080
1.07860	0.06840	15.769	ENSMUSG00000024900	ENSG00000110090
0.82700	0.18600	4.44624	ENSMUSG00000024732	ENSG00000110104
0.49280	0.00280	176	ENSMUSG00000024735	ENSG00000110107
0.66880	0.15880	4.21159	ENSMUSG00000034659	ENSG00000110108
0.46600	0.00700	66.5714	ENSMUSG00000036989	ENSG00000110171
0.45370	0.02340	19.3889	ENSMUSG00000001774	ENSG00000110172
0.36910	0.01750	21.0914	ENSMUSG00000074780	ENSG00000110200
0.69490	0.03460	20.0838	ENSMUSG00000030649	ENSG00000110200
0.66310	0.22130	2.99638	ENSMUSG00000043987	ENSG00000110274
0.33370	0.00410	81.3902	ENSMUSG00000030788	ENSG00000110315
0.17760	0.00410	43.3171	ENSMUSG00000005610	ENSG00000110321
0.57670	0.08280	6.96498	ENSMUSG00000057367	ENSG00000110330
0.24500	0.01080	22.6852	ENSMUSG00000032097	ENSG00000110367
0.37720	0.04680	8.05983	ENSMUSG00000027177	ENSG00000110422
0.47620	0.06020	7.9103	ENSMUSG00000027163	ENSG00000110442
0.84580	0.10800	7.83148	ENSMUSG00000024737	ENSG00000110446
0.58720	0.09410	6.24017	ENSMUSG00000040272	ENSG00000110455
0.28540	0.02280	12.5175	ENSMUSG00000040506	ENSG00000110497
0.43830	0.02460	17.8171	ENSMUSG00000040687	ENSG00000110514
0.49390	0.00550	89.8	ENSMUSG00000024764	ENSG00000110583
0.61870	0.05300	11.6736	ENSMUSG00000010755	ENSG00000110619
0.88490	0.03910	22.6317	ENSMUSG00000037706	ENSG00000110651
0.88210	0.02030	43.4532	ENSMUSG00000030663	ENSG00000110696
0.64730	0.03250	19.9169	ENSMUSG00000024851	ENSG00000110697
0.75650	0.00000	inf	ENSMUSG00000090862	ENSG00000110700
0.77510	0.02400	32.2958	ENSMUSG00000024847	ENSG00000110711
0.33340	0.03280	10.1646	ENSMUSG00000063550	ENSG00000110713
1.19430	0.05520	21.6359	ENSMUSG00000059734	ENSG00000110717
1.13480	0.08380	13.5418	ENSMUSG00000001750	ENSG00000110719
0.50470	0.06400	7.88594	ENSMUSG00000024843	ENSG00000110721
0.45400	0.10660	4.25891	ENSMUSG00000014418	ENSG00000110756
0.35330	0.01470	24.034	ENSMUSG00000006599	ENSG00000110768
0.33100	0.02570	12.8794	ENSMUSG00000035529	ENSG00000110851
0.55590	0.09410	5.90755	ENSMUSG00000041733	ENSG00000110871
0.68230	0.01220	55.9262	ENSMUSG00000004530	ENSG00000110880
0.35630	0.10630	3.35183	ENSMUSG00000030309	ENSG00000110888
0.69930	0.00690	101.348	ENSMUSG00000001098	ENSG00000110906
0.45830	0.06560	6.98628	ENSMUSG00000023030	ENSG00000110911
0.51360	0.02390	21.4895	ENSMUSG00000048578	ENSG00000110917
0.64210	0.04560	14.0811	ENSMUSG00000044636	ENSG00000110925
0.72680	0.04820	15.0788	ENSMUSG00000029471	ENSG00000110931
0.45050	0.01950	23.1026	ENSMUSG00000025393	ENSG00000110955
0.34310	0.00750	45.7467	ENSMUSG00000071072	ENSG00000110958
0.55840	0.01510	36.9801	ENSMUSG00000029422	ENSG00000111011
0.49740	0.02720	18.2868	ENSMUSG00000036112	ENSG00000111142
0.51340	0.03870	13.2661	ENSMUSG00000015889	ENSG00000111144
0.42750	0.03660	11.6803	ENSMUSG00000008398	ENSG00000111145
0.49960	0.05330	9.37336	ENSMUSG00000001518	ENSG00000111203
1.00080	0.01010	99.0891	ENSMUSG00000029465	ENSG00000111229
1.19620	0.05980	20.0033	ENSMUSG00000029464	ENSG00000111231
0.46560	0.00560	83.1429	ENSMUSG00000029462	ENSG00000111237
1.03760	0.14410	7.20056	ENSMUSG00000042594	ENSG00000111252
0.41850	0.04490	9.32071	ENSMUSG00000030203	ENSG00000111266
0.46200	0.02750	16.8	ENSMUSG00000032652	ENSG00000111269
0.66680	0.12010	5.55204	ENSMUSG00000029456	ENSG00000111271
0.64560	0.15690	4.11472	ENSMUSG00000042647	ENSG00000111271
0.88170	0.02460	35.8415	ENSMUSG00000029455	ENSG00000111275
0.51420	0.05350	9.61121	ENSMUSG00000003031	ENSG00000111276
0.55600	0.03650	15.2329	ENSMUSG00000042719	ENSG00000111300
0.62740	0.22090	2.8402	ENSMUSG00000030339	ENSG00000111321
0.91140	0.07520	12.1197	ENSMUSG00000023707	ENSG00000111325
0.78410	0.02440	32.1352	ENSMUSG00000029394	ENSG00000111328
0.78410	0.02440	32.1352	ENSMUSG00000078154	ENSG00000111328
0.79850	0.06230	12.817	ENSMUSG00000030220	ENSG00000111348
0.81680	0.03420	23.883	ENSMUSG00000029387	ENSG00000111358
0.55850	0.03490	16.0029	ENSMUSG00000029388	ENSG00000111361
0.70350	0.04710	14.9363	ENSMUSG00000029389	ENSG00000111364
0.78460	0.05350	14.6654	ENSMUSG00000029428	ENSG00000111450
0.39900	0.01630	24.4785	ENSMUSG00000060992	ENSG00000111481
0.55510	0.00270	205.593	ENSMUSG00000020114	ENSG00000111530
0.32370	0.00000	inf	ENSMUSG00000000711	ENSG00000111540
0.72630	0.04530	16.0331	ENSMUSG00000052798	ENSG00000111581
0.20090	0.00080	251.125	ENSMUSG00000020166	ENSG00000111596
0.37170	0.00170	218.647	ENSMUSG00000055531	ENSG00000111605
0.76630	0.04510	16.9911	ENSMUSG00000063334	ENSG00000111615
0.73760	0.10820	6.81701	ENSMUSG00000030335	ENSG00000111639
0.54500	0.04870	11.191	ENSMUSG00000078308	ENSG00000111640
0.74420	0.14270	5.21514	ENSMUSG00000098456	ENSG00000111640
0.60400	0.03700	16.3243	ENSMUSG00000097148	ENSG00000111640
0.65770	0.09210	7.14115	ENSMUSG00000099294	ENSG00000111640
0.58540	0.03540	16.5367	ENSMUSG00000057666	ENSG00000111640
0.57240	0.05060	11.3123	ENSMUSG00000055676	ENSG00000111640
0.56150	0.13120	4.27973	ENSMUSG00000038279	ENSG00000111641
0.45180	0.00660	68.4545	ENSMUSG00000063870	ENSG00000111642
0.48800	0.03520	13.8636	ENSMUSG00000030127	ENSG00000111652
0.21970	0.00350	62.7714	ENSMUSG00000030330	ENSG00000111653
0.31820	0.05390	5.90353	ENSMUSG00000060002	ENSG00000111666
